"","ID1","CMODE6","CMODE5","MC","AGE","AGE2","RACE","GEND","EDUC","STUD","HHSIZE","HHMEMEMP","HHMEMSTU","HHMEM16L","HHMEM65P","HHINC","DISAB","DLIC","HHVEHBIKE","HHVEHAUTO","TPASS","VSHMEMAUTO","VSHMEMBIKE","HTYPE","HTEN","HDUR","WSELF","WDAYS1","WFLEX","TYPSAT","TYPSATTT","TTIDEAL","TPORT","DAYTempMax","DAYTempMin","DAYTempFrz","DAYTempAvgDev","DAYWeatherRAIN","DAYWeatherMIST","DAYWeatherFOG","DAYWeatherSNOW","DAYPrecip","DAYPrecipTrace","DAYPrecipTenth","DAYPrecipQuart","DAYPrecipHalf","AV_W","GDIST_W","GTT_W","GCO_W","TAUSE3_W","TELIKE3_W","AV_B","GDIST_B","GTT_B","GCO_B","TAUSE3_B","TELIKE3_B","AV_D","GDIST_D","GTT_D","GCO_D","TAUSE3_D","TELIKE3_D","AV_P","GDIST_P","GTT_P","GCO_P","TAUSE3_P","TELIKE3_P","AV_T","GDIST_T","GTT_T","GCO_T","TAUSE3_T","TELIKE3_T"
"206",10206,"Public transit","Tran","T","45-54","45-54","White-alone","Female","HS-col","No",1,0,0,0,0,"0-50k","No","Yes",0,0,"Yes","No","Yes","MF","Rented","5+ years","No",5,"Somewhat inflexible","Very satisfied","Somewhat satsified",5,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,3.51633957687107,76.8666666666667,0,"Useful","Liked",0,4.01219378827647,32.8833333333333,0,NA,NA,0,4.73981945438638,20.3,5.5924774317983,NA,NA,1,4.73981945438638,16.8,2.79623871589915,"Wasted","Disliked",1,6.18823570349161,40.7166666666667,1,"Useful","Liked"
"207",10207,"Public transit","Tran","T","45-54","45-54","White-alone","Female","HS-col","No",1,0,0,0,0,"0-50k","Yes","Yes",1,1,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Neither flexible nor inflexible","Somewhat dissatisfied","Somewhat dissatisfied",30,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,12.6306122246083,264.183333333333,0,NA,NA,0,15.0632804422174,105.733333333333,0,NA,NA,1,12.7076622524457,23.4333333333333,1.58845778155571,"Wasted","Liked",1,12.7076622524457,22.4333333333333,0.794228890777857,"Useful","Disliked",1,13.6254275033803,73.1,2.5,"Wasted","Neither"
"210",10210,"Bicycling","Bike","B","45-54","45-54","White-alone","Male","UG deg","No",2,1,0,0,0,"150k+","No","Yes",3,2,"No","Yes","No","SF","Owned","5+ years","No",4,"Very inflexible","Very satisfied","Very satisfied",10,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,2.6296428855484,54.2,0,NA,NA,1,2.67313886900501,20.6833333333333,0,"Useful","Liked",1,2.72968364749861,19.7166666666667,5.34121045593733,"Neither","Neither",0,2.72968364749861,16.2166666666667,2.67060522796866,NA,NA,1,3.0024656008908,33.05,2.5,"Neither","Disliked"
"211",10211,"Automobile, driver","AutoD","D","45-54","45-54","Missing","Female","HS-col","No",2,0,0,0,0,"75-100k","No","Yes",2,0,"No","Yes","Yes","SF","Owned","5+ years","No",4,"Somewhat flexible","Somewhat dissatisfied","Very satisfied",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.80671379145789,116.133333333333,0,NA,NA,1,6.25410104986877,34.8166666666667,0,"Useful","Liked",1,6.14598246241947,28.05,5.76824780780243,"Wasted","Disliked",0,6.14598246241947,24.55,2.88412390390122,NA,NA,0,7.68014793605345,46.9166666666667,2.5,NA,NA
"212",10212,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","UG deg","No",4,1,2,2,0,"150k+","No","Yes",2,4,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",5,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,1.3564533126541,25.9666666666667,0,NA,NA,0,1.35707468384634,6.86666666666667,0,NA,NA,1,1.36515250934542,10.0833333333333,0.170644063668178,"Useful","Liked",1,1.36515250934542,9.08333333333333,0.0853220318340889,"Wasted","Liked",1,1.61494372862483,21.0833333333333,2.5,"Useful","Neither"
"213",10213,"Bicycling","Bike","B","45-54","45-54","Missing","Female","Grad deg","No",4,1,2,2,0,"150k+","No","Yes",6,1,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",15,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.51923268114213,90.45,0,NA,NA,1,4.89640499483019,29.3833333333333,0,"Useful","Liked",0,4.76467430207588,31.9833333333333,5.59558428775948,NA,NA,0,4.76467430207588,28.4833333333333,2.79779214387974,NA,NA,1,6.43057046846417,40.1166666666667,2.5,"Wasted","Neither"
"214",10214,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","UG deg","No",3,0,1,0,0,"50-75k","No","Yes",3,2,"No","No","No","SF","Owned","5+ years","No",2,"Somewhat flexible","Somewhat satsified","Somewhat satsified",0,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,0,3.23299431321085,66.5833333333333,0,NA,NA,0,3.79844209814682,23.4166666666667,0,NA,NA,1,3.67727471566054,19.2333333333333,5.45965933945757,"Useful","Neither",0,3.67727471566054,15.7333333333333,2.72982966972878,NA,NA,1,3.5666706434423,35.85,2.5,"Useful","Liked"
"215",10215,"Public transit","Tran","T","35-44","35-44","White-alone","Male","UG deg","No",3,0,0,0,2,"50-75k","No","Yes",0,2,"Yes","No","No","SF","Rented","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",30,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,10.2582170126461,213.766666666667,0,NA,NA,0,11.2045653384236,77.2,0,NA,NA,0,10.6701861130995,24.4333333333333,6.33377326413744,NA,NA,1,10.6701861130995,20.9333333333333,3.16688663206872,"Useful","Disliked",1,11.2132645351149,55.25,1,"Useful","Liked"
"216",10216,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","UG deg","No",4,1,2,2,0,"100-150k","No","Yes",1,1,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",27,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.86782191998727,98.0666666666667,0,NA,NA,1,5.25369343036666,29.8833333333333,0,"Useful","Liked",1,5.14806032768631,28.6,5.64350754096079,"Wasted","Disliked",0,5.14806032768631,25.1,2.82175377048039,NA,NA,1,5.286004732363,40.6666666666667,2.5,"Wasted","Disliked"
"217",10217,"Automobile, passenger","AutoP","P","65+","55+","Non-white/multiple","Male","Grad deg","No",3,1,1,0,0,"150k+","No","Yes",5,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",0,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,9.10370933746918,191.016666666667,0,NA,NA,0,10.3893263342082,64.8666666666667,0,NA,NA,1,10.255110156685,24.7833333333333,6.28188876958562,"Useful","Liked",1,10.255110156685,21.2833333333333,3.14094438479281,"Useful","Liked",0,10.5359699355762,47.0333333333333,2.5,NA,NA
"218",10218,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","No",3,"Neither flexible nor inflexible","Very satisfied","Somewhat satsified",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.22532410721387,85.8666666666667,0,NA,NA,0,5.11388491211326,29.1333333333333,0,NA,NA,1,5.07535989819454,24.5833333333333,5.63441998727432,"Useful","Neither",1,5.07535989819454,21.0833333333333,2.81720999363716,"Neither","Liked",0,4.59317585301837,38.0833333333333,1,NA,NA
"221",10221,"Bicycling","Bike","B","55-64","55+","White-alone","Male","Grad deg","No",2,1,0,0,0,"100-150k","No","Yes",4,1,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,2.55259285771097,53.6,0,"Neither","Liked",1,2.77317963095522,22.3833333333333,0,"Useful","Liked",0,2.67003201304382,22.85,5.33375400163048,NA,NA,0,2.67003201304382,19.35,2.66687700081524,NA,NA,1,2.81481150083512,32.7666666666667,2.5,"Neither","Disliked"
"223",10223,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","UG deg","Yes",4,1,1,2,0,"50-75k","No","Yes",0,2,"No","No","No","SF","Owned","0-5 years","No",4,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,8.44754135846656,177.05,0,NA,NA,0,8.95023065298656,64.8666666666667,0,NA,NA,1,7.62484589994432,30.65,5.95310573749304,"Wasted","Liked",1,7.62484589994432,27.15,2.97655286874652,"Wasted","Liked",0,15.1540006362841,67.9333333333333,2.5,NA,NA
"225",10225,"Public transit","Tran","T","55-64","55+","White-alone","Male","Grad deg","No",2,0,0,0,0,"150k+","No","Yes",1,1,"No","No","No","SF","Owned","5+ years","No",3,"Somewhat flexible","Somewhat satsified","Very dissatisfied",12,"Yes",59,53,0,4.4,1,0,0,0,0.16,1,1,0,0,0,4.17623578302712,84.8666666666667,0,NA,NA,1,4.4570955619184,26.4833333333333,0,"Neither","Liked",1,4.24272250059652,28.9666666666667,5.53034031257456,"Wasted","Neither",0,4.24272250059652,25.4666666666667,2.76517015628728,NA,NA,1,5.19404179591187,38.8833333333333,2.5,"Wasted","Neither"
"226",10226,"Public transit","Tran","T","45-54","45-54","White-alone","Female","Grad deg","No",3,0,2,2,0,"75-100k","No","Yes",4,1,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Somewhat satsified",15,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,0,2.96331921577985,61.3,0,NA,NA,0,3.00867931281317,22.8166666666667,0,NA,NA,1,3.09007893899626,21.4333333333333,5.38625986737453,"Wasted","Disliked",0,3.09007893899626,17.9333333333333,2.69312993368727,NA,NA,1,3.16091525491132,34.4666666666667,1,"Useful","Neither"
"227",10227,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","Grad deg","No",1,0,0,0,0,"75-100k","No","Yes",2,1,"No","No","No","SF","Rented","0-5 years","No",5,"Neither flexible nor inflexible","Neither satsfied nor dissatisfied","Somewhat satsified",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.79490773880538,119.95,0,NA,NA,0,6.36532649327925,41.9,0,NA,NA,1,6.87671498449058,29.9666666666667,5.85958937306132,"Wasted","Neither",0,6.87671498449058,26.4666666666667,2.92979468653066,NA,NA,1,6.77481010896365,33.8666666666667,2.5,"Useful","Disliked"
"228",10228,"Public transit","Tran","T","55-64","55+","White-alone","Female","UG deg","No",1,0,0,0,0,"50-75k","No","Yes",0,1,"Yes","No","No","MF","Rented","5+ years","No",4,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",15,"No",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,8.20209973753281,173.616666666667,0,NA,NA,0,10.0817475940507,62.2666666666667,0,NA,NA,1,8.41895828362364,27.8,6.05236978545295,"Wasted","Disliked",0,8.41895828362364,24.3,3.02618489272648,NA,NA,1,8.72840113735783,39.4166666666667,1,"Useful","Liked"
"229",10229,"Public transit","Tran","T","35-44","35-44","White-alone","Female","UG deg","No",4,1,0,2,0,"100-150k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","No",3,"Neither flexible nor inflexible","Very satisfied","Somewhat satsified",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,7.87028752087807,163.466666666667,0,NA,NA,0,9.00242583313449,51.9666666666667,0,NA,NA,1,8.20334247991728,36.9,6.02541780998966,"Wasted","Disliked",0,8.20334247991728,33.4,3.01270890499483,NA,NA,1,8.28598484848485,37.85,1,"Useful","Liked"
"230",10230,"Public transit","Tran","T","65+","55+","White-alone","Female","Grad deg","No",1,0,0,0,0,"100-150k","No","Yes",1,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Neither flexible nor inflexible","Somewhat satsified","Somewhat dissatisfied",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,6.29946114690209,128.8,0,NA,NA,0,8.6662640181341,50.9666666666667,0,NA,NA,1,6.96619243617275,29.8833333333333,5.87077405452159,"Neither","Liked",0,6.96619243617275,26.3833333333333,2.9353870272608,NA,NA,1,6.65923506720751,33.5833333333333,1,"Wasted","Disliked"
"232",10232,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Female","Grad deg","Yes",2,1,0,0,0,"100-150k","No","Yes",3,2,"No","Yes","No","MF","Rented","0-5 years","No",5,"Neither flexible nor inflexible","Somewhat satsified","Somewhat satsified",10,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,11.1442923327766,226.566666666667,0,NA,NA,1,12.3839278612901,69.35,0,"Useful","Disliked",1,14.3313051777619,24.3,1.79141314722023,"Wasted","Neither",0,14.3313051777619,23.3,0.895706573610117,NA,NA,1,12.1030680823988,55.7833333333333,2.5,"Neither","Neither"
"233",10233,"Automobile, passenger","AutoP","P","55-64","55+","Missing","Female","UG deg","No",1,0,0,0,0,"Missing","No","Yes",0,1,"Yes","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Very satisfied","Very satisfied",20,"No",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,15.664146385111,315.166666666667,0,NA,NA,0,16.0717658872186,93.3,0,NA,NA,0,22.6166686550545,32.4166666666667,2.82708358188181,NA,NA,1,22.6166686550545,31.4166666666667,1.41354179094091,"Wasted","Neither",1,17.3542760279965,86.35,1,"Useful","Liked"
"234",10234,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","Grad deg","No",4,0,0,2,0,"Missing","No","Yes",8,2,"Yes","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Somewhat satsified","Neither satsfied nor dissatisfied",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,6.06955380577428,120.666666666667,0,NA,NA,0,6.52812574564543,36.45,0,NA,NA,1,8.93283225960391,15.3,1.11660403245049,"Neither","Neither",0,8.93283225960391,14.3,0.558302016225245,NA,NA,1,9.90589954664758,33.5666666666667,1,"Useful","Liked"
"235",10235,"Bicycling","Bike","B","18-34","18-34","Non-white/multiple","Female","UG deg","No",2,1,0,0,0,"50-75k","No","Yes",3,1,"No","No","No","SF","Owned","0-5 years","No",5,"Neither flexible nor inflexible","Somewhat satsified","Very satisfied",20,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.90489043983138,120.183333333333,0,NA,NA,1,6.3261801081683,36.0166666666667,0,"Useful","Liked",1,7.37629742304939,28.85,4.92203717788117,"Wasted","Disliked",0,7.37629742304939,26.85,2.46101858894059,NA,NA,1,6.63872981786368,47.9833333333333,2.5,"Neither","Neither"
"236",10236,"Automobile, passenger","AutoP","P","45-54","45-54","Non-white/multiple","Female","Grad deg","Yes",2,1,0,0,1,"75-100k","No","Yes",4,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,8.7961305973117,185.466666666667,0,NA,NA,0,10.2203133699197,65.5833333333333,0,NA,NA,0,9.91770559930009,23.3,6.23971319991251,NA,NA,1,9.91770559930009,19.8,3.11985659995626,"Useful","Neither",1,10.8951224846894,45.5666666666667,2.5,"Neither","Neither"
"237",10237,"Automobile, passenger","AutoP","P","45-54","45-54","White-alone","Female","HS-col","No",2,0,0,0,0,"150k+","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","No",5,"Very inflexible","Very dissatisfied","Very dissatisfied",20,"Yes",62,50,0,6.7,1,1,0,0,0.05,1,0,0,0,0,18.104271057027,360.1,0,NA,NA,0,22.6707279487791,113.45,0,NA,NA,1,20.298332736817,47.5333333333333,7.53729159210212,"Wasted","Liked",1,20.298332736817,44.0333333333333,3.76864579605106,"Neither","Disliked",0,21.0868527797662,74.5833333333333,2.5,NA,NA
"238",10238,"Public transit","Tran","T","35-44","35-44","White-alone","Female","UG deg","No",3,1,1,1,0,"150k+","No","Yes",7,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat dissatisfied",15,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,3.32557862085421,66.5333333333333,0,NA,NA,1,3.87984172432991,23.0666666666667,0,"Useful","Liked",0,3.50453352421856,18.8166666666667,5.43806669052732,NA,NA,0,3.50453352421856,15.3166666666667,2.71903334526366,NA,NA,1,3.77172313688062,22.1666666666667,1,"Useful","Liked"
"239",10239,"Public transit","Tran","T","55-64","55+","Non-white/multiple","Male","Grad deg","No",2,0,1,1,0,"50-75k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,16.3389554998807,338,0,NA,NA,0,18.1365823590233,116.966666666667,0,NA,NA,1,17.536337787322,42.4166666666667,2.19204222341526,"Wasted","Disliked",0,17.536337787322,41.4166666666667,1.09602111170763,NA,NA,1,27.8237592460033,116.566666666667,1,"Useful","Liked"
"240",10240,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Female","Grad deg","No",2,1,0,0,0,"100-150k","Yes","Yes",4,1,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.70812952358228,98.2333333333333,0,NA,NA,1,5.7004593175853,38.2666666666667,0,"Useful","Liked",1,6.2230324902569,24.7833333333333,5.77787906128211,"Useful","Liked",0,6.2230324902569,21.2833333333333,2.88893953064106,NA,NA,1,5.49167859699356,53.5333333333333,2.5,"Useful","Disliked"
"242",10242,"Public transit","Tran","T","65+","55+","White-alone","Male","UG deg","Yes",2,0,0,0,0,"75-100k","No","Yes",2,1,"Yes","No","No","MF","Owned","5+ years","No",4,"Very flexible","Very satisfied","Very satisfied",10,"Yes",63,54,0,6.2,1,1,0,0,0.67,1,1,1,1,1,0.95318340889207,19.9666666666667,0,"Useful","Liked",0,1.0252624671916,9.3,0,NA,NA,0,1.11971088841168,16.1833333333333,5.13996386105146,NA,NA,1,1.11971088841168,12.6833333333333,2.56998193052573,"Wasted","Neither",1,0.969960431082478,20.0166666666667,2,"Useful","Liked"
"243",10243,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","Grad deg","No",1,0,0,0,0,"100-150k","No","Yes",1,1,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",20,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,10.1034955857791,208.533333333333,0,NA,NA,0,13.4116758132506,87.6,0,NA,NA,1,12.1937882764654,30.7666666666667,6.52422353455818,"Wasted","Liked",0,12.1937882764654,27.2666666666667,3.26211176727909,NA,NA,1,14.4344527956733,77.7833333333333,4.5,"Neither","Neither"
"244",10244,"Public transit","Tran","T","55-64","55+","White-alone","Male","UG deg","No",2,0,1,0,0,"100-150k","No","Yes",1,1,"Yes","No","No","MF","Rented","5+ years","No",5,"Neither flexible nor inflexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",62,50,0,6.7,1,1,0,0,0.05,1,0,0,0,0,15.5094249582439,309.766666666667,0,NA,NA,0,19.9938608526207,103.5,0,NA,NA,1,21.2098842758292,48.4333333333333,7.65123553447864,"Useful","Liked",0,21.2098842758292,44.9333333333333,3.82561776723932,NA,NA,1,17.549386582359,72.15,1,"Neither","Disliked"
"245",10245,"Public transit","Tran","T","45-54","45-54","Non-white/multiple","Female","HS-col","Yes",6,2,3,1,0,"75-100k","Yes","Yes",2,3,"Yes","No","No","SF","Rented","5+ years","No",5,"Neither flexible nor inflexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",20,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,12.6070001193033,262.616666666667,0,NA,NA,0,13.7142835838702,91.85,0,NA,NA,1,14.6879722421061,48.6,6.83599653026326,"Wasted","Neither",0,14.6879722421061,45.1,3.41799826513163,NA,NA,1,13.9591038336117,72.8166666666667,1,"Wasted","Disliked"
"246",10246,"Automobile, driver","AutoD","D","45-54","45-54","Non-white/multiple","Female","Grad deg","No",4,1,2,2,0,"75-100k","No","Yes",4,2,"No","No","No","SF","Owned","5+ years","No",6,"Neither flexible nor inflexible","Very dissatisfied","Very dissatisfied",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.65655571462658,97.0166666666667,0,NA,NA,0,5.92228883321403,33.4666666666667,0,NA,NA,1,5.17291517537581,32.9666666666667,5.64661439692198,"Wasted","Disliked",1,5.17291517537581,29.4666666666667,2.82330719846099,"Wasted","Neither",0,6.65861369601527,50.5333333333333,2.5,NA,NA
"247",10247,"Public transit","Tran","T","45-54","45-54","White-alone","Male","UG deg","No",1,0,0,0,0,"75-100k","No","Yes",1,1,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.52171816591108,89.75,0,NA,NA,0,4.98215421935894,27.9166666666667,0,NA,NA,1,4.48008629603118,29.7,5.5600107870039,"Wasted","Neither",1,4.48008629603118,26.2,2.78000539350195,"Neither","Neither",1,4.92125984251969,43.75,1,"Neither","Liked"
"248",10248,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Female","Grad deg","No",2,1,0,0,0,"50-75k","No","Yes",1,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,6.880443211644,141.866666666667,0,NA,NA,0,8.28598484848485,52.75,0,NA,NA,1,8.58113616479758,27.8833333333333,6.0726420205997,"Neither","Liked",1,8.58113616479758,24.3833333333333,3.03632101029985,"Useful","Liked",1,8.05483476497256,56.4833333333333,2.5,"Useful","Liked"
"249",10249,"Public transit","Tran","T","35-44","35-44","White-alone","Male","Grad deg","Yes",4,1,1,2,0,"75-100k","No","Yes",5,1,"No","Yes","Yes","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",18,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,5.99623200509027,123.633333333333,0,NA,NA,0,6.29200469259524,40.3,0,NA,NA,1,7.4813091545375,31.5333333333333,5.93516364431719,"Wasted","Disliked",1,7.4813091545375,28.0333333333333,2.96758182215859,"Useful","Neither",1,6.28206275351945,47.8333333333333,2.5,"Useful","Liked"
"250",10250,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","UG deg","No",4,2,2,0,0,"100-150k","No","Yes",3,3,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,18.198719478247,365.833333333333,0,NA,NA,0,19.2252246878231,101.2,0,NA,NA,1,19.2544291338583,35.1333333333333,2.40680364173228,"Neither","Liked",1,19.2544291338583,34.1333333333333,1.20340182086614,"Neither","Disliked",1,24.2409329515629,87.1666666666667,2.5,"Wasted","Disliked"
"251",10251,"Public transit","Tran","T","55-64","55+","White-alone","Female","UG deg","No",1,0,0,0,0,"75-100k","No","Yes",0,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Neither satsfied nor dissatisfied",0,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,10.2625666109918,211.1,0,NA,NA,0,14.4717350672075,87.55,0,NA,NA,1,12.2385270023065,39.0833333333333,6.52981587528832,"Wasted","Disliked",0,12.2385270023065,35.5833333333333,3.26490793764416,NA,NA,1,12.1726616559294,55.6166666666667,1,"Neither","Neither"
"252",10252,"Public transit","Tran","T","35-44","35-44","White-alone","Male","UG deg","No",4,0,3,3,0,"75-100k","No","Yes",6,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,3.7847719319176,86.6,0,NA,NA,0,4.73795534080967,38.5333333333333,0,NA,NA,1,4.57950568678915,25.4333333333333,0.572438210848644,"Wasted","Neither",0,4.57950568678915,24.4333333333333,0.286219105424322,NA,NA,1,3.84069533921896,45.8666666666667,1,"Useful","Liked"
