"","ID1","CMODE6","CMODE5","MC","AGE","AGE2","RACE","GEND","EDUC","STUD","HHSIZE","HHMEMEMP","HHMEMSTU","HHMEM16L","HHMEM65P","HHINC","DISAB","DLIC","HHVEHBIKE","HHVEHAUTO","TPASS","VSHMEMAUTO","VSHMEMBIKE","HTYPE","HTEN","HDUR","WSELF","WDAYS1","WFLEX","TYPSAT","TYPSATTT","TTIDEAL","TPORT","DAYTempMax","DAYTempMin","DAYTempFrz","DAYTempAvgDev","DAYWeatherRAIN","DAYWeatherMIST","DAYWeatherFOG","DAYWeatherSNOW","DAYPrecip","DAYPrecipTrace","DAYPrecipTenth","DAYPrecipQuart","DAYPrecipHalf","AV_W","GDIST_W","GTT_W","GCO_W","TAUSE3_W","TELIKE3_W","AV_B","GDIST_B","GTT_B","GCO_B","TAUSE3_B","TELIKE3_B","AV_D","GDIST_D","GTT_D","GCO_D","TAUSE3_D","TELIKE3_D","AV_P","GDIST_P","GTT_P","GCO_P","TAUSE3_P","TELIKE3_P","AV_T","GDIST_T","GTT_T","GCO_T","TAUSE3_T","TELIKE3_T"
"359",10359,"Automobile, driver","AutoD","D","45-54","45-54","Non-white/multiple","Female","HS-col","No",4,0,2,0,0,"75-100k","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","No",5,"Very inflexible","Somewhat satsified","Somewhat dissatisfied",5,"Yes",66,52,0,8.9,1,0,0,0,0.05,1,0,0,0,0,6.79282987353854,136.85,0,NA,NA,0,7.90446293645113,45.5666666666667,0,NA,NA,1,7.9007347092977,17.7666666666667,0.987591838662213,"Wasted","Disliked",1,7.9007347092977,16.7666666666667,0.493795919331106,"Wasted","Liked",0,7.38002565020281,32.3166666666667,2.5,NA,NA
"360",10360,"Public transit","Tran","T","45-54","45-54","White-alone","Female","Grad deg","No",3,1,0,0,0,"50-75k","No","Yes",1,1,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",22,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,6.99788236697685,142.266666666667,0,NA,NA,0,8.67434184363318,49.8333333333333,0,NA,NA,1,9.41750178954903,30.9666666666667,6.17718772369363,"Wasted","Disliked",0,9.41750178954903,27.4666666666667,3.08859386184681,NA,NA,1,9.04778593016782,56.05,1,"Useful","Liked"
"362",10362,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","UG deg","No",4,1,0,2,0,"100-150k","No","Yes",0,2,"Yes","No","No","SF","Owned","5+ years","No",3,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"No",64,49,0,8.7,1,0,0,0,0.09,1,0,0,0,0,13.737274317983,284,0,NA,NA,0,15.2148950131234,101.9,0,NA,NA,1,17.2026614570906,45,7.15033268213632,"Neither","Disliked",1,17.2026614570906,41.5,3.57516634106816,"Neither","Disliked",1,15.9114521196214,71.6,1,"Wasted","Disliked"
"364",10364,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","HS-col","No",2,0,0,0,0,"75-100k","No","Yes",0,0,"Yes","No","No","SF","Owned","5+ years","No",5,"Very inflexible","Very dissatisfied","Very dissatisfied",40,"Yes",66,45,0,7.2,0,1,0,0,0,0,0,0,0,0,31.3531476179114,635.083333333333,0,NA,NA,0,33.4620814443649,185.633333333333,0,NA,NA,1,41.7890767915374,56.9833333333333,5.22363459894218,"Wasted","Neither",1,41.7890767915374,55.9833333333333,2.61181729947109,"Neither","Disliked",0,34.7135230255309,133.933333333333,1,NA,NA
"365",10365,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","UG deg","No",2,1,0,0,0,"75-100k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","No",4,"Somewhat inflexible","Neither satsfied nor dissatisfied","Somewhat dissatisfied",10,"Yes",65,43,0,6.9,0,1,1,0,0,0,0,0,0,0,16.1307961504812,322.666666666667,0,NA,NA,0,16.3787232561839,90.5833333333333,0,NA,NA,1,24.0228316630876,37.2666666666667,3.00285395788595,"Neither","Disliked",1,24.0228316630876,36.2666666666667,1.50142697894297,"Wasted","Neither",0,16.962812176887,76.4333333333333,1,NA,NA
"366",10366,"Automobile, driver","AutoD","D","65+","55+","Non-white/multiple","Male","Grad deg","No",3,0,1,0,1,"75-100k","No","Yes",2,2,"Yes","No","No","SF","Owned","5+ years","Yes",4,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",65,43,0,6.9,0,1,1,0,0,0,0,0,0,1,1.67397399188738,33.55,0,"Neither","Liked",1,1.6727312495029,11.3333333333333,0,"Useful","Liked",1,1.67521673427185,9.05,0.209402091783982,"Neither","Liked",0,1.67521673427185,8.05,0.104701045891991,NA,NA,1,1.84298695617593,12.45,1,"Neither","Liked"
"367",10367,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","HS-col","No",1,0,0,0,0,"50-75k","No","Yes",1,2,"No","No","No","SF","Owned","5+ years","No",5,"Very inflexible","Somewhat satsified","Somewhat satsified",7,"Yes",64,45,0,6.6,0,1,1,0,0,0,0,0,0,0,17.5214248787083,343.483333333333,0,NA,NA,0,17.6500487155015,90.25,0,NA,NA,1,17.6742821919987,27.2166666666667,2.20928527399984,"Wasted","Liked",1,17.6742821919987,26.2166666666667,1.10464263699992,"Useful","Neither",0,48.0065169410642,135.183333333333,2.5,NA,NA
"368",10368,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Female","Grad deg","No",2,1,0,0,0,"75-100k","No","Yes",0,1,"Yes","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",65,43,0,6.9,0,1,1,0,0,0,0,0,0,0,7.09108804581246,142.45,0,NA,NA,0,7.09605901535035,38.85,0,NA,NA,1,7.09543764415812,21.4833333333333,0.886929705519765,"Wasted","Disliked",0,7.09543764415812,20.4833333333333,0.443464852759882,NA,NA,1,8.05856299212598,41.9833333333333,1,"Useful","Liked"
"369",10369,"Automobile, passenger","AutoP","P","55-64","55+","White-alone","Male","HS-col","No",2,0,0,0,0,"50-75k","No","Yes",1,1,"Yes","No","No","MF","Rented","5+ years","No",3,"Somewhat flexible","Somewhat satsified","Somewhat satsified",0,"Yes",64,47,0,6.2,0,0,1,0,0,0,0,0,0,0,2.14497335560328,44.3833333333333,0,NA,NA,0,2.93287202736022,19,0,NA,NA,0,2.77877197168536,17.7833333333333,5.34734649646067,NA,NA,1,2.77877197168536,14.2833333333333,2.67367324823033,"Useful","Liked",1,2.20276087648135,19.3833333333333,2.5,"Wasted","Disliked"
"370",10370,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Female","Grad deg","No",4,1,0,2,0,"100-150k","No","Yes",1,2,"Yes","No","No","SF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,7.66709914101646,152.516666666667,0,NA,NA,0,8.13499164877118,44.9666666666667,0,NA,NA,1,10.030173785095,24.0833333333333,1.25377172313688,"Wasted","Neither",1,10.030173785095,23.0833333333333,0.62688586156844,"Useful","Liked",0,9.60204903364352,50.8,1,NA,NA
"371",10371,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Female","UG deg","No",2,1,0,0,0,"0-50k","No","Yes",1,1,"No","No","Yes","MF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",5,"Yes",66,52,0,8.9,1,0,0,0,0.05,1,0,0,0,0,9.10930167819932,180.033333333333,0,NA,NA,1,10.561446154458,60.7333333333333,0,"Useful","Liked",1,13.5166875447387,24.5333333333333,1.68958594309234,"Neither","Disliked",0,13.5166875447387,23.5333333333333,0.84479297154617,NA,NA,0,NA,NA,NA,NA,NA
